narration,main_category,main_top3,sub_category,sub_top3,time_taken_sec
Vertex O Series - Tax Determination Engine - Cloud Edition - Annual Subscription - Global Tax,Software Licensing,Software Licensing (72.5%) | Others (26.2%) | Professional Services (0.5%),Enterprise Resource Planning,Enterprise Resource Planning (98.5%) | IT Service Management (0.9%) | Collaboration & Productivity (0.2%),13.2109
OneStream XF - Corporate Performance Management - Annual Subscription - FP&A - FY25,Software Licensing,Software Licensing (91.6%) | Others (7.4%) | Professional Services (0.6%),Enterprise Resource Planning,Enterprise Resource Planning (94.2%) | Business Intelligence & Analytics (2.4%) | IT Service Management (1.5%),13.3965
Workiva Wdesk - SEC Reporting & SOX Compliance - Annual Subscription - Finance & Legal,Software Licensing,Software Licensing (95.3%) | Others (2.7%) | Cybersecurity & Governance (1.1%),Enterprise Resource Planning,Enterprise Resource Planning (95.0%) | IT Service Management (2.6%) | Collaboration & Productivity (1.6%),13.3928
AuditBoard SOXHUB & RiskOversight - Annual Subscription - GRC Platform - FY25,Software Licensing,Software Licensing (76.6%) | Cybersecurity & Governance (13.7%) | Others (8.0%),Enterprise Resource Planning,Enterprise Resource Planning (91.3%) | Collaboration & Productivity (3.8%) | IT Service Management (3.3%),13.5636
Thomson Reuters ONESOURCE - Corporate Tax & Transfer Pricing - Annual License - Global Tax,Software Licensing,Software Licensing (94.2%) | Others (2.4%) | Professional Services (1.8%),Enterprise Resource Planning,Enterprise Resource Planning (95.8%) | IT Service Management (2.4%) | Collaboration & Productivity (0.7%),13.2384
Kyriba Treasury Management - SaaS Subscription - Cash & Liquidity Module - Annual - Treasury,Software Licensing,Software Licensing (74.6%) | Others (24.9%) | Professional Services (0.3%),Enterprise Resource Planning,Enterprise Resource Planning (96.5%) | IT Service Management (1.3%) | Customer Relationship Management (1.1%),13.3514
HighRadius Integrated Receivables - Annual Subscription - O2C Automation - FY25,Software Licensing,Software Licensing (85.8%) | Others (13.4%) | Professional Services (0.4%),Enterprise Resource Planning,Enterprise Resource Planning (84.0%) | Collaboration & Productivity (7.7%) | IT Service Management (4.0%),13.3821
Blue Yonder Supply Planning - SaaS Subscription - Annual - Supply Chain Planning - FY25,Software Licensing,Software Licensing (69.1%) | Others (29.7%) | Professional Services (0.4%),Enterprise Resource Planning,Enterprise Resource Planning (93.5%) | IT Service Management (2.9%) | Collaboration & Productivity (1.6%),13.3966
Manhattan Associates WMS - Active - Annual Maintenance & Support - Distribution Centers,Managed Services & Support,Managed Services & Support (38.9%) | Software Licensing (28.8%) | Others (26.5%),Operational Support,Operational Support (35.8%) | Application Managed Services (31.0%) | Maintenance & Support Fees (29.8%),12.2266
Kinaxis RapidResponse - Supply Chain Planning - Annual Subscription - Global Ops,Software Licensing,Software Licensing (77.4%) | Others (21.2%) | Professional Services (0.7%),Enterprise Resource Planning,Enterprise Resource Planning (96.0%) | IT Service Management (2.9%) | Collaboration & Productivity (0.5%),13.3569
E2open Supply Chain Platform - Transportation Management - Annual - Logistics - FY25,Others,Others (64.8%) | Software Licensing (25.7%) | Managed Services & Support (3.4%),Freight Costs,"N/A (dynamically generated, not a closed-set probability)",10.5972
Oracle WMS Cloud - Annual Subscription - 3PL Warehouse - APAC Entity,Software Licensing,Software Licensing (68.6%) | Others (28.3%) | Managed Services & Support (0.9%),Enterprise Resource Planning,Enterprise Resource Planning (96.0%) | IT Service Management (2.4%) | Customer Relationship Management (0.8%),13.3041
Siemens Teamcenter PLM - Annual Maintenance - Engineering & Manufacturing,Software Licensing,Software Licensing (48.9%) | Others (33.3%) | Managed Services & Support (9.9%),Enterprise Resource Planning,Enterprise Resource Planning (47.4%) | Collaboration & Productivity (44.4%) | IT Service Management (4.4%),12.5473
Rockwell FactoryTalk - MES License - Annual Support - Plant Automation,Software Licensing,Software Licensing (67.7%) | Managed Services & Support (30.5%) | Others (1.3%),Enterprise Resource Planning,Enterprise Resource Planning (96.2%) | Development & DevOps Tools (1.4%) | Collaboration & Productivity (1.1%),12.7621
Adobe Experience Cloud - Experience Manager Sites - Annual License - Marketing - FY25,Software Licensing,Software Licensing (94.3%) | Others (4.7%) | Professional Services (0.4%),Enterprise Resource Planning,Enterprise Resource Planning (70.3%) | Development & DevOps Tools (18.7%) | Collaboration & Productivity (4.0%),13.4683
Adobe Marketo Engage - Select Edition - 50000 Database - Annual - Demand Gen,Software Licensing,Software Licensing (85.0%) | Others (13.9%) | Professional Services (0.7%),Enterprise Resource Planning,Enterprise Resource Planning (86.0%) | Customer Relationship Management (9.3%) | Collaboration & Productivity (2.8%),13.7609
Adobe Analytics - Foundation Pack - 100M Server Calls - Annual Subscription,Software Licensing,Software Licensing (75.4%) | Others (23.4%) | Professional Services (0.7%),Enterprise Resource Planning,Enterprise Resource Planning (64.9%) | Business Intelligence & Analytics (34.6%) | Collaboration & Productivity (0.3%),13.2037
Salesforce Marketing Cloud Engagement - Corporate Edition - Annual - 2M Contacts,Software Licensing,Software Licensing (72.0%) | Others (25.2%) | Professional Services (1.1%),Enterprise Resource Planning,Enterprise Resource Planning (69.0%) | Customer Relationship Management (30.0%) | Collaboration & Productivity (0.3%),13.8979
Shopify Plus - Annual Platform Fee + Transaction Fees - E-Commerce Storefront - Dec 2024,Others,Others (85.7%) | Software Licensing (10.1%) | Managed Services & Support (1.6%),Transaction fees,"N/A (dynamically generated, not a closed-set probability)",10.631
Contentful - Enterprise Content Platform - Annual Subscription - Headless CMS - FY25,Software Licensing,Software Licensing (76.4%) | Others (22.8%) | Professional Services (0.3%),Enterprise Resource Planning,Enterprise Resource Planning (92.4%) | Development & DevOps Tools (4.8%) | IT Service Management (1.4%),13.327
Braze - Customer Engagement Platform - MAU Based Pricing - 1.2M MAU - Q4 2024,Software Licensing,Software Licensing (62.0%) | Others (35.3%) | Managed Services & Support (1.2%),Enterprise Resource Planning,Enterprise Resource Planning (93.2%) | Collaboration & Productivity (3.7%) | Customer Relationship Management (1.3%),14.1154
Optimizely Web Experimentation - Enterprise - Annual Subscription - Digital Product,Software Licensing,Software Licensing (79.5%) | Others (17.2%) | Professional Services (2.3%),Enterprise Resource Planning,Enterprise Resource Planning (93.8%) | Collaboration & Productivity (2.0%) | Development & DevOps Tools (1.7%),12.9968
Klaviyo - Email Marketing - Usage Based - 800K Profiles - Monthly - Dec 2024,Others,Others (47.5%) | Software Licensing (43.0%) | Managed Services & Support (5.2%),Subscription fees,"N/A (dynamically generated, not a closed-set probability)",10.9445
Genesys Cloud CX3 - Annual Subscription - 300 Concurrent Agents - Global Contact Center,Software Licensing,Software Licensing (70.9%) | Others (28.4%) | Professional Services (0.2%),Enterprise Resource Planning,Enterprise Resource Planning (82.3%) | Customer Relationship Management (15.6%) | Collaboration & Productivity (1.2%),13.2839
Five9 Contact Center - Enterprise Edition - Monthly Minutes - Nov 2024 - Customer Service,Software Licensing,Software Licensing (70.0%) | Others (28.4%) | Managed Services & Support (0.6%),Enterprise Resource Planning,Enterprise Resource Planning (80.4%) | Customer Relationship Management (15.0%) | Collaboration & Productivity (2.6%),13.561
Twilio - Programmable SMS & Voice - Usage Charges - Nov 2024 - Notification Services,Others,Others (81.8%) | Software Licensing (13.3%) | Managed Services & Support (1.5%),SMS/voice usage charges,"N/A (dynamically generated, not a closed-set probability)",10.5987
Intercom - Fin AI & Helpdesk - Annual Subscription - 50 Seats - Product Support,Software Licensing,Software Licensing (84.2%) | Others (10.0%) | Managed Services & Support (5.5%),Enterprise Resource Planning,Enterprise Resource Planning (56.9%) | IT Service Management (40.2%) | Collaboration & Productivity (1.6%),13.1662
Deloitte - SAP S/4HANA Implementation - Professional Services - Milestone 4 - Project Phoenix,Software Licensing,Software Licensing (66.3%) | Others (23.1%) | Professional Services (4.9%),Enterprise Resource Planning,Enterprise Resource Planning (96.1%) | IT Service Management (1.8%) | Customer Relationship Management (1.0%),13.5382
Accenture - Salesforce Sales Cloud Implementation - Time & Materials - Nov 2024 - SOW SFDC-2024-112,Professional Services,Professional Services (68.7%) | Others (16.5%) | Software Licensing (11.5%),Implementation Services,Implementation Services (100.0%) | Project-Based Delivery (0.0%) | Development & Integration (0.0%),13.7932
KPMG - Workday AMS Support - Monthly Retainer - Dec 2024 - HR Technology Support,Managed Services & Support,Managed Services & Support (94.2%) | Software Licensing (2.1%) | Others (1.8%),Application Managed Services,Application Managed Services (99.8%) | L2/L3 Technical Support (0.1%) | Maintenance & Support Fees (0.1%),13.0248
Infosys - Application Managed Services - Oracle ERP - Monthly - Dec 2024 - L2/L3 Support,Managed Services & Support,Managed Services & Support (98.3%) | Software Licensing (1.0%) | Others (0.3%),Application Managed Services,Application Managed Services (100.0%) | Maintenance & Support Fees (0.0%) | L2/L3 Technical Support (0.0%),13.0954
Cognizant - MuleSoft Integration Development - T&M - Sprint 22-24 - Project API Modernization,Integration & Middleware,Integration & Middleware (77.5%) | Others (10.8%) | Cloud & Infrastructure (4.3%),API Management,API Management (99.5%) | Integration Platform as a Service (0.3%) | Messaging & Event Streaming (0.1%),12.9609
PwC - OneTrust Implementation - Professional Services - GDPR Compliance Project - Phase 1,Professional Services,Professional Services (53.5%) | Others (19.9%) | Software Licensing (15.7%),Implementation Services,Implementation Services (100.0%) | Project-Based Delivery (0.0%) | Development & Integration (0.0%),12.3626
EY - BlackLine Implementation - Consulting Fees - Milestone 2 - Finance Transformation,Professional Services,Professional Services (42.4%) | Software Licensing (37.7%) | Others (12.8%),Implementation Services,Implementation Services (97.5%) | Strategic Consulting (2.4%) | Project-Based Delivery (0.1%),12.4144
Wipro - ServiceNow ITSM Implementation - Professional Services - Phase 3 - SOW SNOW-2024-07,Software Licensing,Software Licensing (35.4%) | Professional Services (32.0%) | Others (22.1%),IT Service Management,IT Service Management (55.7%) | Enterprise Resource Planning (42.0%) | Collaboration & Productivity (0.9%),14.35
IBM - Maximo EAM Implementation - Consulting Services - Monthly - Asset Management Project,Professional Services,Professional Services (51.7%) | Others (26.1%) | Software Licensing (18.4%),Implementation Services,Implementation Services (99.9%) | Project-Based Delivery (0.1%) | Strategic Consulting (0.0%),12.1196
Capgemini - Azure Cloud Migration - Professional Services - T&M - Nov 2024 - Workload Migration,Professional Services,Professional Services (59.0%) | Others (20.3%) | Cloud & Infrastructure (15.8%),Implementation Services,Implementation Services (88.4%) | Project-Based Delivery (11.3%) | Strategic Consulting (0.1%),12.9371
Cisco Meraki - Enterprise License + Support - Wireless APs & Switches - Annual - Global Sites,Software Licensing,Software Licensing (72.2%) | Others (14.6%) | Managed Services & Support (12.2%),Enterprise Resource Planning,Enterprise Resource Planning (91.9%) | IT Service Management (4.6%) | Collaboration & Productivity (2.7%),13.6584
Palo Alto Networks - Support & Threat Prevention Subscription - Firewalls PA-5250 - FY25,Managed Services & Support,Managed Services & Support (44.6%) | Software Licensing (40.3%) | Cybersecurity & Governance (12.5%),Operational Support,Operational Support (54.2%) | L2/L3 Technical Support (29.4%) | Maintenance & Support Fees (16.2%),14.1466
F5 BIG-IP - VE License - Annual Subscription - Application Delivery - Prod DC,Software Licensing,Software Licensing (99.2%) | Others (0.5%) | Cybersecurity & Governance (0.1%),Enterprise Resource Planning,Enterprise Resource Planning (65.2%) | IT Service Management (27.5%) | Development & DevOps Tools (7.0%),13.5879
Cloudflare Enterprise - WAF & DDoS Protection - Annual Plan - Global E-Commerce Domain,Cybersecurity & Governance,Cybersecurity & Governance (49.3%) | Others (29.2%) | Software Licensing (11.9%),Cloud Security,Cloud Security (99.9%) | Identity & Access Management (0.1%) | Code Quality & Security (0.0%),12.9669
Akamai CDN & Security - Monthly Usage - Image & Video Manager - Nov 2024,Others,Others (60.3%) | Cybersecurity & Governance (14.9%) | Software Licensing (12.7%),Image and video management,"N/A (dynamically generated, not a closed-set probability)",10.539
VMware vSphere & vSAN - Subscription - Enterprise Plus - 64 Cores - Annual - DC Virtualization,Software Licensing,Software Licensing (89.5%) | Others (9.8%) | Cybersecurity & Governance (0.3%),Enterprise Resource Planning,Enterprise Resource Planning (93.2%) | Development & DevOps Tools (3.2%) | IT Service Management (2.8%),14.0681
Veeam Data Platform Advanced - Universal License - 100 Workloads - Annual - Backup & Recovery,Software Licensing,Software Licensing (99.5%) | Others (0.2%) | Cybersecurity & Governance (0.2%),Enterprise Resource Planning,Enterprise Resource Planning (96.7%) | IT Service Management (1.8%) | Collaboration & Productivity (0.6%),14.3695
Rubrik Cloud Data Management - Annual Subscription - Backup & Archival - 500TB,Software Licensing,Software Licensing (64.6%) | Others (24.5%) | Cloud & Infrastructure (9.3%),Enterprise Resource Planning,Enterprise Resource Planning (95.8%) | IT Service Management (2.1%) | Collaboration & Productivity (0.8%),13.2427
Nutanix Cloud Platform - Annual Subscription - 100 Cores - Hyperconverged Infrastructure,Software Licensing,Software Licensing (44.6%) | Cloud & Infrastructure (32.6%) | Others (20.3%),Enterprise Resource Planning,Enterprise Resource Planning (90.7%) | IT Service Management (4.1%) | Development & DevOps Tools (3.3%),13.648
Equinix - Colocation & Cross Connect - Monthly Recurring - LD4 DC - Dec 2024,Software Licensing,Software Licensing (63.2%) | Others (31.5%) | Cybersecurity & Governance (2.5%),Development & DevOps Tools,Development & DevOps Tools (40.6%) | Enterprise Resource Planning (35.4%) | Collaboration & Productivity (9.8%),14.2249
Oracle Java SE Subscription - Employee Based - 9000 Employees - Annual - True-up FY25,Software Licensing,Software Licensing (95.2%) | Others (3.6%) | Professional Services (0.5%),Enterprise Resource Planning,Enterprise Resource Planning (85.1%) | Development & DevOps Tools (10.4%) | Collaboration & Productivity (1.9%),13.7606
Microsoft SQL Server Enterprise - Core Based License - 16 Cores - SA Renewal - FY25,Software Licensing,Software Licensing (99.7%) | Cybersecurity & Governance (0.1%) | Others (0.1%),Enterprise Resource Planning,Enterprise Resource Planning (98.8%) | IT Service Management (0.6%) | Collaboration & Productivity (0.2%),13.6826
Red Hat Enterprise Linux - Standard Support - 200 Instances - Annual - FY25 Renewal,Software Licensing,Software Licensing (50.9%) | Managed Services & Support (48.6%) | Others (0.2%),Enterprise Resource Planning,Enterprise Resource Planning (97.8%) | IT Service Management (1.4%) | Collaboration & Productivity (0.3%),13.6735
Smartsheet Business - Annual Subscription - 300 Users - PMO - FY25,Software Licensing,Software Licensing (87.5%) | Others (10.3%) | Professional Services (1.1%),Enterprise Resource Planning,Enterprise Resource Planning (76.6%) | Collaboration & Productivity (18.3%) | IT Service Management (4.1%),13.6102
Asana Business - Annual Subscription - 800 Users - Project Management - Global - FY25,Software Licensing,Software Licensing (85.1%) | Others (13.9%) | Professional Services (0.4%),Enterprise Resource Planning,Enterprise Resource Planning (93.8%) | Collaboration & Productivity (3.4%) | IT Service Management (2.3%),13.6013
Monday.com Enterprise - Annual Subscription - 500 Users - Work Management - FY25,Software Licensing,Software Licensing (91.7%) | Others (7.4%) | Professional Services (0.3%),Enterprise Resource Planning,Enterprise Resource Planning (95.9%) | Collaboration & Productivity (1.9%) | IT Service Management (1.7%),13.348
Miro Business - Annual Subscription - 400 Users - Collaboration - Product & Design,Software Licensing,Software Licensing (89.8%) | Others (9.5%) | Professional Services (0.4%),Collaboration & Productivity,Collaboration & Productivity (82.4%) | Enterprise Resource Planning (17.1%) | IT Service Management (0.3%),13.2753
Lucidchart Enterprise - Annual Subscription - 300 Users - Architecture Team,Software Licensing,Software Licensing (89.6%) | Others (9.2%) | Professional Services (0.4%),Enterprise Resource Planning,Enterprise Resource Planning (92.7%) | Development & DevOps Tools (3.2%) | Collaboration & Productivity (2.1%),12.9856
Docusign CLM - Contract Lifecycle Management - Annual Subscription - Legal Ops,Software Licensing,Software Licensing (97.6%) | Others (1.8%) | Professional Services (0.3%),Enterprise Resource Planning,Enterprise Resource Planning (87.7%) | Collaboration & Productivity (9.6%) | IT Service Management (1.5%),13.3547
Ironclad - Contract Management Platform - Annual Subscription - Legal - FY25,Software Licensing,Software Licensing (94.5%) | Others (5.2%) | Professional Services (0.2%),Enterprise Resource Planning,Enterprise Resource Planning (93.1%) | Collaboration & Productivity (2.9%) | IT Service Management (2.4%),13.1905
Coupa - Contract Management Module - Annual Add-on - Procurement,Software Licensing,Software Licensing (85.9%) | Others (12.8%) | Professional Services (0.5%),Enterprise Resource Planning,Enterprise Resource Planning (78.1%) | Collaboration & Productivity (13.8%) | IT Service Management (4.4%),12.8643
SAP - Indirect Access - Digital Access - Document Based - True-up - FY24,Software Licensing,Software Licensing (78.0%) | Others (18.0%) | Cybersecurity & Governance (1.7%),Enterprise Resource Planning,Enterprise Resource Planning (89.9%) | Development & DevOps Tools (5.1%) | Collaboration & Productivity (3.1%),13.2717
