Narration,main_category,main_top3,sub_category,sub_top3,time_taken_sec
Coupa Business Spend Management - P2P & Expenses - Annual Subscription - 2000 Users,Maintenance & Support,Maintenance & Support (54.9%) | Software Licensing (26.2%) | Operations (13.5%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (74.5%) | Enterprise Support Plans (15.9%) | Vendor Support Retainer (7.2%),1.5477
Avalara AvaTax - Sales Tax Automation - Transaction Overage - Q4 2024 - E-Commerce US,Maintenance & Support,Maintenance & Support (60.2%) | Others (24.4%) | Operations (9.5%),Vendor Support Retainer,Vendor Support Retainer (36.4%) | Patch / Version Update (27.1%) | Enterprise Support Plans (25.8%),1.6253
Vertex O Series - Tax Determination Engine - Cloud Edition - Annual Subscription - Global Tax,Maintenance & Support,Maintenance & Support (60.9%) | Others (18.6%) | Operations (10.9%),Enterprise Support Plans,Enterprise Support Plans (61.3%) | Vendor Support Retainer (14.0%) | Patch / Version Update (12.8%),1.5868
OneStream XF - Corporate Performance Management - Annual Subscription - FP&A - FY25,Maintenance & Support,Maintenance & Support (67.8%) | Others (13.5%) | Operations (11.3%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (45.7%) | Enterprise Support Plans (22.3%) | Vendor Support Retainer (22.1%),1.9299
Workiva Wdesk - SEC Reporting & SOX Compliance - Annual Subscription - Finance & Legal,Maintenance & Support,Maintenance & Support (52.4%) | Software Licensing (33.6%) | Operations (6.3%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (51.8%) | Enterprise Support Plans (28.2%) | Vendor Support Retainer (10.2%),1.8699
AuditBoard SOXHUB & RiskOversight - Annual Subscription - GRC Platform - FY25,"Governance, Risk & Compliance","Governance, Risk & Compliance (37.5%) | Maintenance & Support (31.7%) | Software Licensing (23.2%)",Regulatory / Audit Compliance,Regulatory / Audit Compliance (90.4%) | Data Privacy & Governance Tools (5.5%) | Security Tooling (2.2%),2.0047
Thomson Reuters ONESOURCE - Corporate Tax & Transfer Pricing - Annual License - Global Tax,Maintenance & Support,Maintenance & Support (48.9%) | Software Licensing (47.5%) | Operations (2.5%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (48.5%) | Vendor Support Retainer (31.6%) | Enterprise Support Plans (15.7%),1.5013
Kyriba Treasury Management - SaaS Subscription - Cash & Liquidity Module - Annual - Treasury,Software Licensing,Software Licensing (52.2%) | Maintenance & Support (41.9%) | Operations (3.6%),License Renewal,License Renewal (67.8%) | License Upgrade / Add-on (15.0%) | BI & Analytics Tool Licenses (7.4%),1.6007
HighRadius Integrated Receivables - Annual Subscription - O2C Automation - FY25,Maintenance & Support,Maintenance & Support (65.2%) | Operations (13.0%) | Others (10.2%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (71.6%) | Vendor Support Retainer (23.5%) | Enterprise Support Plans (3.2%),1.5573
Blue Yonder Supply Planning - SaaS Subscription - Annual - Supply Chain Planning - FY25,Software Licensing,Software Licensing (51.6%) | Maintenance & Support (38.3%) | Operations (6.8%),License Renewal,License Renewal (42.6%) | License Upgrade / Add-on (38.1%) | BI & Analytics Tool Licenses (8.6%),1.7276
Manhattan Associates WMS - Active - Annual Maintenance & Support - Distribution Centers,Maintenance & Support,Maintenance & Support (85.7%) | Operations (13.2%) | Others (0.7%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (83.7%) | Vendor Support Retainer (7.4%) | Enterprise Support Plans (6.1%),1.5416
Kinaxis RapidResponse - Supply Chain Planning - Annual Subscription - Global Ops,Maintenance & Support,Maintenance & Support (63.3%) | Operations (18.0%) | Others (9.4%),Enterprise Support Plans,Enterprise Support Plans (76.6%) | Annual Maintenance Contract (AMC) (9.3%) | Vendor Support Retainer (7.3%),1.4603
E2open Supply Chain Platform - Transportation Management - Annual - Logistics - FY25,Maintenance & Support,Maintenance & Support (74.1%) | Others (15.5%) | Operations (9.2%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (36.9%) | Vendor Support Retainer (32.1%) | Enterprise Support Plans (18.8%),1.5975
Oracle WMS Cloud - Annual Subscription - 3PL Warehouse - APAC Entity,Software Licensing,Software Licensing (47.4%) | Maintenance & Support (41.3%) | Operations (6.6%),License Upgrade / Add-on,License Upgrade / Add-on (67.9%) | License Renewal (20.8%) | SaaS Subscription Seats (4.6%),1.6381
Siemens Teamcenter PLM - Annual Maintenance - Engineering & Manufacturing,Maintenance & Support,Maintenance & Support (95.2%) | Operations (4.4%) | Others (0.2%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (87.9%) | Vendor Support Retainer (4.8%) | Patch / Version Update (3.8%),1.447
Rockwell FactoryTalk - MES License - Annual Support - Plant Automation,Maintenance & Support,Maintenance & Support (74.7%) | Software Licensing (22.0%) | Operations (2.9%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (48.5%) | Enterprise Support Plans (30.2%) | Vendor Support Retainer (15.3%),1.4783
Adobe Experience Cloud - Experience Manager Sites - Annual License - Marketing - FY25,Software Licensing,Software Licensing (82.2%) | Maintenance & Support (14.7%) | Operations (1.7%),License Upgrade / Add-on,License Upgrade / Add-on (49.9%) | License Renewal (43.5%) | SaaS Subscription Seats (3.0%),1.7467
Adobe Marketo Engage - Select Edition - 50000 Database - Annual - Demand Gen,Maintenance & Support,Maintenance & Support (59.8%) | Others (20.9%) | Operations (10.1%),Enterprise Support Plans,Enterprise Support Plans (53.4%) | Annual Maintenance Contract (AMC) (32.4%) | Vendor Support Retainer (8.8%),1.5087
Adobe Analytics - Foundation Pack - 100M Server Calls - Annual Subscription,Software Licensing,Software Licensing (56.1%) | Maintenance & Support (34.3%) | Operations (5.9%),License Upgrade / Add-on,License Upgrade / Add-on (48.0%) | BI & Analytics Tool Licenses (21.6%) | SaaS Subscription Seats (10.7%),1.5922
Salesforce Marketing Cloud Engagement - Corporate Edition - Annual - 2M Contacts,Maintenance & Support,Maintenance & Support (64.7%) | Software Licensing (15.8%) | Operations (8.4%),Enterprise Support Plans,Enterprise Support Plans (45.8%) | Annual Maintenance Contract (AMC) (37.2%) | Patch / Version Update (10.8%),1.4814
Shopify Plus - Annual Platform Fee + Transaction Fees - E-Commerce Storefront - Dec 2024,Maintenance & Support,Maintenance & Support (47.6%) | Software Licensing (44.5%) | Operations (5.2%),Enterprise Support Plans,Enterprise Support Plans (46.6%) | Annual Maintenance Contract (AMC) (40.7%) | Vendor Support Retainer (8.6%),1.6421
Contentful - Enterprise Content Platform - Annual Subscription - Headless CMS - FY25,Software Licensing,Software Licensing (55.0%) | Maintenance & Support (39.2%) | Operations (3.5%),License Renewal,License Renewal (48.7%) | License Upgrade / Add-on (41.2%) | SaaS Subscription Seats (4.3%),1.6748
Braze - Customer Engagement Platform - MAU Based Pricing - 1.2M MAU - Q4 2024,Maintenance & Support,Maintenance & Support (48.7%) | Software Licensing (34.0%) | Operations (13.7%),Enterprise Support Plans,Enterprise Support Plans (71.8%) | Vendor Support Retainer (10.6%) | Patch / Version Update (10.4%),1.8618
Optimizely Web Experimentation - Enterprise - Annual Subscription - Digital Product,Software Licensing,Software Licensing (62.0%) | Maintenance & Support (30.9%) | Operations (3.8%),License Renewal,License Renewal (79.0%) | License Upgrade / Add-on (13.9%) | SaaS Subscription Seats (3.2%),2.4494
Klaviyo - Email Marketing - Usage Based - 800K Profiles - Monthly - Dec 2024,Maintenance & Support,Maintenance & Support (62.5%) | Operations (14.7%) | Others (11.3%),Enterprise Support Plans,Enterprise Support Plans (98.7%) | Vendor Support Retainer (0.6%) | Patch / Version Update (0.6%),1.4852
Genesys Cloud CX3 - Annual Subscription - 300 Concurrent Agents - Global Contact Center,Software Licensing,Software Licensing (74.7%) | Maintenance & Support (20.7%) | Operations (2.6%),License Upgrade / Add-on,License Upgrade / Add-on (66.0%) | License Renewal (14.7%) | BI & Analytics Tool Licenses (8.9%),1.4328
Five9 Contact Center - Enterprise Edition - Monthly Minutes - Nov 2024 - Customer Service,Maintenance & Support,Maintenance & Support (66.4%) | Software Licensing (12.2%) | Operations (11.1%),Enterprise Support Plans,Enterprise Support Plans (90.0%) | Patch / Version Update (7.1%) | Vendor Support Retainer (2.4%),1.2835
Twilio - Programmable SMS & Voice - Usage Charges - Nov 2024 - Notification Services,Maintenance & Support,Maintenance & Support (69.6%) | Operations (11.6%) | Others (9.4%),Vendor Support Retainer,Vendor Support Retainer (45.9%) | Enterprise Support Plans (37.0%) | Patch / Version Update (10.6%),1.3077
Intercom - Fin AI & Helpdesk - Annual Subscription - 50 Seats - Product Support,Software Licensing,Software Licensing (51.7%) | Maintenance & Support (43.9%) | Operations (3.6%),License Upgrade / Add-on,License Upgrade / Add-on (76.1%) | License Renewal (7.9%) | SaaS Subscription Seats (7.0%),1.409
Deloitte - SAP S/4HANA Implementation - Professional Services - Milestone 4 - Project Phoenix,Others,Others (33.5%) | Operations (30.1%) | Maintenance & Support (23.6%),Cost of implementing a project,"N/A (dynamically generated, not a closed-set probability)",3.0174
Accenture - Salesforce Sales Cloud Implementation - Time & Materials - Nov 2024 - SOW SFDC-2024-112,Software Licensing,Software Licensing (45.1%) | Maintenance & Support (30.6%) | Operations (15.3%),License Renewal,License Renewal (84.3%) | License Upgrade / Add-on (9.7%) | New License Purchase (4.0%),2.1087
KPMG - Workday AMS Support - Monthly Retainer - Dec 2024 - HR Technology Support,Maintenance & Support,Maintenance & Support (54.7%) | Operations (28.8%) | Software Licensing (6.2%),Vendor Support Retainer,Vendor Support Retainer (94.8%) | Annual Maintenance Contract (AMC) (2.5%) | Enterprise Support Plans (1.6%),1.4254
Infosys - Application Managed Services - Oracle ERP - Monthly - Dec 2024 - L2/L3 Support,Maintenance & Support,Maintenance & Support (77.3%) | Operations (16.1%) | Consulting & Professional Services (2.5%),Enterprise Support Plans,Enterprise Support Plans (71.8%) | Patch / Version Update (18.3%) | Vendor Support Retainer (8.0%),1.4393
Cognizant - MuleSoft Integration Development - T&M - Sprint 22-24 - Project API Modernization,Maintenance & Support,Maintenance & Support (51.7%) | Others (14.7%) | Software Licensing (14.4%),Patch / Version Update,Patch / Version Update (78.8%) | Vendor Support Retainer (13.9%) | Enterprise Support Plans (5.1%),1.421
PwC - OneTrust Implementation - Professional Services - GDPR Compliance Project - Phase 1,Maintenance & Support,"Maintenance & Support (31.2%) | Software Licensing (16.6%) | Governance, Risk & Compliance (16.1%)",Patch / Version Update,Patch / Version Update (65.0%) | Vendor Support Retainer (26.4%) | Annual Maintenance Contract (AMC) (6.2%),1.2742
EY - BlackLine Implementation - Consulting Fees - Milestone 2 - Finance Transformation,Others,Others (40.4%) | Maintenance & Support (26.4%) | Operations (22.6%),Cost of Project Management,"N/A (dynamically generated, not a closed-set probability)",2.1013
Wipro - ServiceNow ITSM Implementation - Professional Services - Phase 3 - SOW SNOW-2024-07,Maintenance & Support,Maintenance & Support (30.9%) | Operations (29.8%) | Others (20.7%),Patch / Version Update,Patch / Version Update (38.6%) | Vendor Support Retainer (31.4%) | Enterprise Support Plans (25.4%),1.4585
IBM - Maximo EAM Implementation - Consulting Services - Monthly - Asset Management Project,Others,Others (38.0%) | Operations (33.0%) | Maintenance & Support (22.2%),Cost of implementing a project,"N/A (dynamically generated, not a closed-set probability)",2.0815
Capgemini - Azure Cloud Migration - Professional Services - T&M - Nov 2024 - Workload Migration,Operations,Operations (28.7%) | Others (27.9%) | Maintenance & Support (23.8%),IT Service Management,IT Service Management (99.8%) | Cost of Operations (Run & Manage) (0.1%) | Application Monitoring & Observability (0.0%),1.322
Cisco Meraki - Enterprise License + Support - Wireless APs & Switches - Annual - Global Sites,Software Licensing,Software Licensing (72.1%) | Maintenance & Support (24.5%) | Operations (2.3%),License Renewal,License Renewal (82.8%) | License Upgrade / Add-on (11.9%) | SaaS Subscription Seats (2.7%),1.3776
Palo Alto Networks - Support & Threat Prevention Subscription - Firewalls PA-5250 - FY25,Maintenance & Support,Maintenance & Support (54.7%) | Software Licensing (33.3%) | Operations (8.5%),Enterprise Support Plans,Enterprise Support Plans (47.0%) | Vendor Support Retainer (32.2%) | Patch / Version Update (11.2%),1.372
F5 BIG-IP - VE License - Annual Subscription - Application Delivery - Prod DC,Software Licensing,Software Licensing (82.0%) | Maintenance & Support (10.3%) | Operations (4.0%),License Upgrade / Add-on,License Upgrade / Add-on (46.7%) | License Renewal (38.1%) | SaaS Subscription Seats (6.5%),1.7925
Cloudflare Enterprise - WAF & DDoS Protection - Annual Plan - Global E-Commerce Domain,Maintenance & Support,Maintenance & Support (57.3%) | Others (18.5%) | Software Licensing (9.1%),Enterprise Support Plans,Enterprise Support Plans (96.5%) | Annual Maintenance Contract (AMC) (1.5%) | Patch / Version Update (1.4%),1.6749
Akamai CDN & Security - Monthly Usage - Image & Video Manager - Nov 2024,Maintenance & Support,Maintenance & Support (59.3%) | Others (22.8%) | Operations (10.6%),Enterprise Support Plans,Enterprise Support Plans (45.4%) | Vendor Support Retainer (35.6%) | Patch / Version Update (16.5%),1.6445
VMware vSphere & vSAN - Subscription - Enterprise Plus - 64 Cores - Annual - DC Virtualization,Software Licensing,Software Licensing (81.7%) | Maintenance & Support (13.0%) | Operations (3.4%),License Renewal,License Renewal (50.5%) | License Upgrade / Add-on (37.7%) | SaaS Subscription Seats (5.3%),2.2195
Veeam Data Platform Advanced - Universal License - 100 Workloads - Annual - Backup & Recovery,Software Licensing,Software Licensing (90.4%) | Maintenance & Support (8.9%) | Operations (0.4%),License Upgrade / Add-on,License Upgrade / Add-on (65.6%) | License Renewal (25.3%) | SaaS Subscription Seats (4.9%),2.0273
Rubrik Cloud Data Management - Annual Subscription - Backup & Archival - 500TB,Maintenance & Support,Maintenance & Support (62.9%) | Software Licensing (20.6%) | Operations (10.2%),Enterprise Support Plans,Enterprise Support Plans (63.6%) | Annual Maintenance Contract (AMC) (25.9%) | Vendor Support Retainer (6.8%),1.6299
Nutanix Cloud Platform - Annual Subscription - 100 Cores - Hyperconverged Infrastructure,Maintenance & Support,Maintenance & Support (45.6%) | Software Licensing (25.9%) | Others (12.0%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (40.6%) | Enterprise Support Plans (32.2%) | Vendor Support Retainer (18.2%),1.6413
Equinix - Colocation & Cross Connect - Monthly Recurring - LD4 DC - Dec 2024,Maintenance & Support,Maintenance & Support (59.0%) | Others (13.0%) | Software Licensing (10.0%),Vendor Support Retainer,Vendor Support Retainer (50.4%) | Enterprise Support Plans (42.2%) | Patch / Version Update (4.2%),1.7212
Oracle Java SE Subscription - Employee Based - 9000 Employees - Annual - True-up FY25,Maintenance & Support,Maintenance & Support (48.3%) | Software Licensing (39.7%) | Operations (8.5%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (53.0%) | Enterprise Support Plans (23.4%) | Patch / Version Update (12.8%),1.6545
Microsoft SQL Server Enterprise - Core Based License - 16 Cores - SA Renewal - FY25,Software Licensing,Software Licensing (70.3%) | Maintenance & Support (26.4%) | Operations (2.5%),License Renewal,License Renewal (100.0%) | New License Purchase (0.0%) | SaaS Subscription Seats (0.0%),1.8025
Red Hat Enterprise Linux - Standard Support - 200 Instances - Annual - FY25 Renewal,Software Licensing,Software Licensing (50.2%) | Maintenance & Support (44.8%) | Operations (4.0%),License Renewal,License Renewal (100.0%) | New License Purchase (0.0%) | License Upgrade / Add-on (0.0%),1.6729
Smartsheet Business - Annual Subscription - 300 Users - PMO - FY25,Maintenance & Support,Maintenance & Support (37.8%) | Software Licensing (30.5%) | Others (13.9%),Enterprise Support Plans,Enterprise Support Plans (39.3%) | Annual Maintenance Contract (AMC) (27.4%) | Patch / Version Update (20.1%),1.6666
Asana Business - Annual Subscription - 800 Users - Project Management - Global - FY25,Software Licensing,Software Licensing (58.6%) | Maintenance & Support (33.7%) | Operations (4.6%),License Upgrade / Add-on,License Upgrade / Add-on (57.4%) | License Renewal (25.4%) | BI & Analytics Tool Licenses (7.2%),1.714
Monday.com Enterprise - Annual Subscription - 500 Users - Work Management - FY25,Software Licensing,Software Licensing (42.9%) | Maintenance & Support (41.2%) | Operations (11.5%),License Upgrade / Add-on,License Upgrade / Add-on (71.8%) | License Renewal (18.2%) | BI & Analytics Tool Licenses (4.0%),1.6507
Miro Business - Annual Subscription - 400 Users - Collaboration - Product & Design,Maintenance & Support,Maintenance & Support (47.5%) | Software Licensing (39.8%) | Operations (9.5%),Enterprise Support Plans,Enterprise Support Plans (57.2%) | Annual Maintenance Contract (AMC) (21.8%) | Patch / Version Update (12.7%),1.559
Lucidchart Enterprise - Annual Subscription - 300 Users - Architecture Team,Maintenance & Support,Maintenance & Support (39.8%) | Software Licensing (27.2%) | Operations (14.5%),Enterprise Support Plans,Enterprise Support Plans (54.9%) | Patch / Version Update (20.5%) | Annual Maintenance Contract (AMC) (18.5%),1.5528
Docusign CLM - Contract Lifecycle Management - Annual Subscription - Legal Ops,Maintenance & Support,Maintenance & Support (51.6%) | Software Licensing (41.1%) | Operations (4.0%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (84.1%) | Vendor Support Retainer (7.1%) | Enterprise Support Plans (6.4%),1.5265
Ironclad - Contract Management Platform - Annual Subscription - Legal - FY25,Software Licensing,Software Licensing (59.3%) | Maintenance & Support (36.1%) | Operations (2.9%),License Renewal,License Renewal (53.6%) | License Upgrade / Add-on (38.2%) | New License Purchase (3.2%),1.8082
Coupa - Contract Management Module - Annual Add-on - Procurement,Maintenance & Support,Maintenance & Support (65.0%) | Others (19.6%) | Operations (11.3%),Annual Maintenance Contract (AMC),Annual Maintenance Contract (AMC) (83.0%) | Vendor Support Retainer (7.8%) | Enterprise Support Plans (6.0%),1.6735
SAP - Indirect Access - Digital Access - Document Based - True-up - FY24,Maintenance & Support,Maintenance & Support (64.5%) | Others (17.2%) | Operations (14.7%),Patch / Version Update,Patch / Version Update (73.5%) | Enterprise Support Plans (14.3%) | Vendor Support Retainer (10.4%),1.5884
